RecordID,AircraftType,AirportName,AltitudeBin,MakeModel,NumberStruck,NumberStruckActual,Effect,FlightDate,Damage,Engines,Operator,OriginState,FlightPhase,ConditionsPrecipitation,RemainsCollected?,RemainsSentToSmithsonian,Remarks,WildlifeSize,ConditionsSky,WildlifeSpecies,PilotWarned,Cost,Altitude,PeopleInjured,IsAircraftLarge?
204287,Airplane,LOGAN INTL,"(600, 1000]",B-737-300,2 to 10,4,Precautionary Landing,6/11/00 0:00,Caused damage,2,US AIRWAYS*,Massachusetts,Climb,None,False,False,L ENG CHANGED. INGESTION. (ENG MANU REPTS NO FAN BLADE DMG),Large,Overcast,Unknown bird - large,N,"211,146",800,0,Yes
200031,Airplane,DENVER INTL AIRPORT,"(400, 600]",BE-1900,2 to 10,9,None,6/12/00 0:00,No damage,2,GREAT LAKES AIRLINES,Colorado,Approach,None,False,False,SAW 2 BIRDS ON FINAL. DID NOT NOTICE IMPACT. ON WALK AROUND NOTICED R ENG LIP INTAKE IMPACT AND ALSO RT OTBD WING NEXT TO ENG. INSPN FOUND NO DMG.,Small,No Cloud,Unknown bird - small,N,0,500,0,No
201214,Airplane,SAVANNAH INTL,"(-1, 0]",B-757-200,2 to 10,8,None,6/14/00 0:00,No damage,2,DELTA AIR LINES,Georgia,Take-off run,None,False,False,PART OF STRIKE REPT MISSING. PART STRUCK UNKN. BUT COMMENTS SHOW NO DMG,Small,No Cloud,Unknown bird - small,N,0,0,0,Yes
201505,Airplane,KALAMAZOO/BATTLE CREEK INTL,"(30, 50]",CL-RJ100/200,2 to 10,7,None,6/15/00 0:00,No damage,2,COMAIR AIRLINES,Michigan,Approach,None,False,False,SPARROWS/STARLINGS. FLT 5477,Small,Some Cloud,European starling,N,0,40,0,No
204115,Airplane,NORFOLK INTL,"(-1, 0]",IAI-1124,2 to 10,9,Precautionary Landing,6/16/00 0:00,No damage,2,UNKNOWN,Virginia,Take-off run,None,False,False,,Medium,Some Cloud,Unknown bird - medium,N,0,0,0,No
202139,Airplane,GERALD R FORD INTL,"(-1, 0]",DC-9-40,2 to 10,5,None,6/20/00 0:00,No damage,2,NORTHWEST AIRLINES,Michigan,Landing Roll,Rain,False,False,"FLT 1573. BIRDS STRUCK CAPT'S WINDOW, CENTER WINDOWS AND HORIZ STABIL. OK FOR SVC. 1 HOUSE SPARROW AND 2 FEMALE REDWING BLACKBIRDS.",Small,Overcast,Red-winged blackbird,N,0,0,0,No
203968,Airplane,INDIANAPOLIS INTL,"(-1, 0]",B-757-200,2 to 10,2,None,6/21/00 0:00,No damage,2,AMERICA WEST AIRLINES,Indiana,Landing Roll,None,False,False,,Small,Some Cloud,American kestrel,Y,0,0,0,Yes
202994,Airplane,FORT SMITH MUNICIPAL ARPT,"(10, 30]",C-172,2 to 10,10,None,6/25/00 0:00,No damage,1,BUSINESS,Arkansas,Approach,None,False,False,2 birds,Small,No Cloud,Unknown bird - small,N,0,20,0,No
202602,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",BE-1900,2 to 10,10,None,6/25/00 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Landing Roll,None,False,False,,Small,Some Cloud,European starling,Y,0,0,0,No
201414,Airplane,MCCARREN INTL,"(5000, 18000]",B-727,2 to 10,8,None,6/26/00 0:00,No damage,3,ATA AIRLINES,Nevada,Climb,None,False,False,FLT 142. PILOT REPTD STRIKING 2 BIRDS. A/C CHECKED OUT OKAY. FLT CONTD OUT OF L30 AIRSPACE W/O INCIDENT. RDO NOTIFIED.,Medium,Overcast,Unknown bird - medium,N,0,5100,0,No
203143,Airplane,ATLANTA INTL,"(-1, 0]",BA-31 JETSTR,2 to 10,5,None,6/27/00 0:00,Caused damage,2,BUSINESS,Georgia,Landing Roll,None,False,False,2 BIRDS. INGESTION BENT COMPRESSOR BLADES.,Medium,Some Cloud,Unknown bird - medium,N,"40,091",0,0,No
203243,Airplane,HESLER-NOBLE FIELD ARPT,"(50, 100]",LEARJET-31,2 to 10,3,Precautionary Landing,6/28/00 0:00,Caused damage,2,BUSINESS,Mississippi,Climb,None,False,False,SAW FLOCK OF 15-20 BIRDS IN TIGHT GROUPING. HIT AT LEAST 2. ONE DENTED THE L ENG NACELLE AND WAS INGESTED. SMELL OF BIRD NOTICED. FEATHERS IN ENG. ALSO FEATHERS ON LF MAIN GEAR. GARRETT COMING TO INSPECT DMG.,Medium,No Cloud,Unknown bird - medium,N,0,100,0,No
204609,Airplane,CHICAGO O'HARE INTL ARPT,"(-1, 0]",CL-RJ100/200,2 to 10,5,Aborted Take-off,6/29/00 0:00,No damage,2,AIR WISCONSIN AIRLINES,Illinois,Take-off run,None,False,False,,Small,No Cloud,Unknown bird - small,Y,0,0,0,No
201335,Airplane,SOUTHWEST FLORIDA INTL ARPT,"(-1, 0]",C-402,2 to 10,6,Aborted Take-off,6/30/00 0:00,No damage,2,CAPE AIR,Florida,Take-off run,None,False,False,2 BIRDS HIT LE L WING. RETD TO APROM TO INSPCT A/C. TIME LOST ABOUT 30 MINS.,Small,Some Cloud,Killdeer,Y,0,0,0,No
202613,Airplane,PENSACOLA REGIONAL,"(10, 30]",SHORTS SC7,2 to 10,5,None,7/6/00 0:00,No damage,2,UNKNOWN,Florida,Climb,None,False,False,PARTS OF 2 SMLG BIRDS FOUND ON RWY.,Small,No Cloud,Unknown bird - small,N,0,20,0,No
200807,Airplane,PHILADELPHIA INTL,"(50, 100]",MD-88,2 to 10,4,None,7/7/00 0:00,No damage,2,DELTA AIR LINES,Pennsylvania,Approach,None,False,False,,Small,No Cloud,Unknown bird - small,Y,0,100,0,No
202419,Airplane,BALTIMORE WASH INTL,"(50, 100]",B-757-200,2 to 10,6,None,7/7/00 0:00,No damage,2,UNITED AIRLINES,Maryland,Climb,None,False,False,"CLEANED WINDSHLD. INSPCTD WINDSHLD, FUESLAGE, FLT CONTROL AND ENG.",Small,Some Cloud,Mourning dove,Y,0,100,0,Yes
200696,Airplane,SAN FRANCISCO INTL ARPT,"(0, 10]",B-737-800,2 to 10,3,None,7/10/00 0:00,No damage,2,CONTINENTAL AIRLINES,California,Climb,None,False,False,"8 ROCK DOVES, NO DMG REPTD.",Small,No Cloud,Rock pigeon,Y,0,10,0,Yes
200108,Airplane,WASHINGTON DULLES INTL ARPT,"(-1, 0]",A-319,2 to 10,2,None,7/10/00 0:00,No damage,2,UNITED AIRLINES,DC,Landing Roll,None,False,False,ATIS WARNING. FLT 1983,Medium,No Cloud,Unknown bird - medium,Y,0,0,0,No
203355,Airplane,LAURENCE G HANSCOM,"(-1, 0]",CITATION II,2 to 10,9,None,7/10/00 0:00,No damage,2,BUSINESS,Massachusetts,Landing Roll,None,False,False,very small brown birds. cost was for inspn.,Small,Some Cloud,Unknown bird - small,N,334,0,0,No
202117,Airplane,PANAMA CITY - BAY COUNTY INTL,"(-1, 0]",ATR-72,2 to 10,9,None,7/11/00 0:00,No damage,2,ATLANTIC SOUTHEAST,Florida,Landing Roll,None,False,False,,Small,Some Cloud,Mourning dove,Y,0,0,0,No
202204,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(-1, 0]",B-737-300,2 to 10,3,None,7/12/00 0:00,No damage,2,SOUTHWEST AIRLINES,Alabama,Landing Roll,None,False,False,FLT 2020,Medium,Some Cloud,Unknown bird - medium,Y,0,0,0,Yes
205917,Airplane,PANAMA CITY - BAY COUNTY INTL,"(-1, 0]",ATR-72,2 to 10,6,None,7/15/00 0:00,No damage,2,ATLANTIC SOUTHEAST,Florida,Landing Roll,None,False,False,,Small,No Cloud,Mourning dove,Y,0,0,0,No
204602,Airplane,SUVA FIJI,"(50, 100]",A-320,2 to 10,5,None,7/16/00 0:00,No damage,2,TRANSMERIDIAN AIRLINES,,Approach,None,False,False,SEVERAL HITS ON ENG AND LE OF WING BETWEEN FUSELAGE AND ENG.,Small,No Cloud,Unknown bird - small,N,0,100,0,No
205350,Airplane,OXNARD ARPT,"(50, 100]",C-172,2 to 10,4,None,7/17/00 0:00,No damage,1,PRIVATELY OWNED,California,Approach,None,False,False,BIRD PICKED UP FROM RWY IMMED AFTER STRIKE. A/C TAXIED BACK FOR T/O AND DEPTD.,Small,No Cloud,Unknown bird - small,N,0,100,0,No
203335,Airplane,PORTLAND INTL (OR),"(-1, 0]",B-737-500,2 to 10,7,None,7/18/00 0:00,No damage,2,UNITED AIRLINES,Oregon,Landing Roll,None,False,False,"UNABLE TO TELL IF 1 OR 2 CROWS WERE INGESTED. 30 MIN DELAY FOR OUTBOUND FLT. N# NOT CORRECT. (DATA ENTRY NOTE: S GORDON SAID N# IS WHAT THEY GOT FROM AIRLINE., AIRLINE PROVIDED CORRECT REG 10/17/00) ENG WAS BORESCOPED. BIRD WENT THRU PRIMARY AIRSTREAM. NO",Medium,Overcast,American crow,Y,0,0,0,Yes
204308,Airplane,MORRISTOWN MUNICIPAL ARPT,"(-1, 0]",DA-20 FALCON,2 to 10,3,None,7/19/00 0:00,No damage,2,BUSINESS,New Jersey,Take-off run,Rain,False,False,,Small,Some Cloud,European starling,Y,0,0,0,No
200758,Airplane,LOUISVILLE INTL ARPT,"(10, 30]",B-737-200,2 to 10,2,None,7/20/00 0:00,No damage,2,US AIRWAYS*,Kentucky,Climb,None,False,False,BLOOD/FEATHERS ON L TOP OF RADOME AND L INBD KRUGER FLAP. PILOT REPTD A FLOCK OF ABOUT 30 BIRDS CROSSING RWY. STANDING NOTAM FOR BIRDS,Medium,No Cloud,Unknown bird - medium,N,0,20,0,Yes
204677,Airplane,LOUISVILLE INTL ARPT,"(-1, 0]",B-737-200,2 to 10,4,None,7/21/00 0:00,No damage,2,US AIRWAYS*,Kentucky,Landing Roll,Rain,False,False,NOTAM WARNING ONLY.FLT 937. REPTS DIFFERE ON PARTS STRUCK. I COMBINED THEM.,Small,Overcast,Mourning dove,N,0,0,0,Yes
205312,Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",SAAB-340,2 to 10,4,Aborted Take-off,7/21/00 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Take-off run,None,False,False,"HIT 1 OR 2. TAXIED BACK TO RAMP, INSPCTD, AND DEPTD.",Small,Some Cloud,Western meadowlark,N,0,0,0,No
206984,Airplane,PANAMA CITY - BAY COUNTY INTL,"(-1, 0]",ATR-72,2 to 10,6,None,7/22/00 0:00,No damage,2,ATLANTIC SOUTHEAST,Florida,Take-off run,None,False,False,FLT 319,Small,Some Cloud,Mourning dove,Y,0,0,0,No
203849,Airplane,TRENTON MERCER ARPT,"(200, 400]",BE-400 BJET,2 to 10,8,None,7/22/00 0:00,No damage,2,BUSINESS,New Jersey,Climb,None,False,False,SAW 2 BIRDS. HEARD 1 HIT RADOME AND SAW IT GLANCE OFF TO RT. DIDNOT HEAR 2ND BIRD HIT.,Small,No Cloud,European starling,Y,0,350,0,No
203187,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",CL-RJ100/200,2 to 10,8,None,7/23/00 0:00,No damage,2,COMAIR AIRLINES,Kentucky,Take-off run,None,False,False,BIRD HIT RHS NOSE. ARFF RECOVERED 2 BIRDS FROM RWY AT 1700.,Small,No Cloud,Eastern meadowlark,Y,0,0,0,No
205741,Airplane,PORTLAND INTL (OR),"(100, 200]",C-402,2 to 10,7,None,7/24/00 0:00,No damage,2,AMERIFLIGHT,Oregon,Approach,None,False,False,PILOT REPTD FLYING THRU A FLOCK OF 100 STARLINGS JUST OUTSIDE THE AIRFIELD. EVIDENCE OF 3 STRIKES TO FUSELAGE AND WING.,Small,No Cloud,European starling,Y,0,200,0,No
203630,Airplane,PANAMA CITY - BAY COUNTY INTL,"(30, 50]",SAAB-340,2 to 10,9,None,7/28/00 0:00,No damage,2,PINNACLE,Florida,Climb,None,False,False,FLT 5882,Small,Some Cloud,Mourning dove,N,0,50,0,No
203455,Airplane,TETERBORO AIRPORT,"(-1, 0]",DA-2000,2 to 10,5,None,7/28/00 0:00,No damage,2,BUSINESS,New Jersey,Take-off run,None,False,False,PILOT REPTD STRIKE AND CONTD FLT.,Small,Overcast,European starling,N,0,0,0,No
202567,Airplane,SANFORD REGIONAL ARPT,"(30, 50]",HAWKER-SDLY HS125,2 to 10,4,None,7/28/00 0:00,No damage,2,BUSINESS,Maine,Approach,None,False,False,FLOCK OF SML BIRDS CROSSED RWY PRIOT TO T/D.,Small,Some Cloud,Unknown bird - small,N,0,50,0,No
202382,Airplane,PANAMA CITY - BAY COUNTY INTL,"(-1, 0]",C-560,2 to 10,8,None,7/30/00 0:00,No damage,2,BUSINESS,Florida,Landing Roll,None,False,False,,Small,Some Cloud,Mourning dove,N,0,0,0,No
200793,Airplane,NEWARK LIBERTY INTL ARPT,"(-1, 0]",A-300,2 to 10,9,None,8/4/00 0:00,No damage,2,AMERICAN AIRLINES,New Jersey,Landing Roll,None,False,False,2 MALLARDS,Medium,No Cloud,Mallard,N,0,0,0,No
205461,Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",SAAB-340,2 to 10,10,None,8/5/00 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,None,False,False,"ON LDG ROLL, BIRD HIT NOSE. REMNANTS FOUND O NOSE, SEVERAL BLADES OF L PROP AND ON LE OF L WING (POSSIBLY A 2ND BIRD) FOUND 4 BIRDS.",Small,No Cloud,Mourning dove,N,0,0,0,No
203512,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(50, 100]",B-767,2 to 10,7,None,8/6/00 0:00,No damage,2,DELTA AIR LINES,Kentucky,Approach,None,False,False,3 BIRDS RECOVERED AT 0840. PILOT REPTD THE STRIKE,Small,Overcast,Mourning dove,Y,0,100,0,Yes
201322,Airplane,MEMPHIS INTL,"(-1, 0]",B-737-300,2 to 10,9,Aborted Take-off,8/6/00 0:00,Caused damage,2,UNITED AIRLINES,Tennessee,Take-off run,None,False,False,"MINOR DMG TO 1 COMPRESSOR BLADE, MAJOR DMG TO 2 COMPRESSOR BLADES. DMG TO INTERNAL ENG SUPPORTS. METAL PARTS FOUND ON RWY FROM THIS A/C. INGESTION CAUSED UNCONTAINED FAILURE. CREW SHUT ENG DOWN DUE TO VIBRATION DURING TAXI. 5 BADLY BENT FAN BLADES. SECTIO",Small,Some Cloud,Rock pigeon,N,0,0,0,Yes
203160,Airplane,GREATER ROCHESTER INTL,"(-1, 0]",A-319,2 to 10,6,None,8/6/00 0:00,No damage,2,AMERICAN AIRLINES,New York,Take-off run,Rain,False,False,DATA ENTRY NOTE:  AAL DOES NOT HAVE A319. A/C WAS REPTD AT JETLINK 319.,Small,Overcast,Upland sandpiper,N,0,0,0,No
201114,Airplane,BALTIMORE WASH INTL,"(-1, 0]",B-737-300,2 to 10,6,None,8/6/00 0:00,No damage,2,US AIRWAYS*,Maryland,Landing Roll,Rain,False,False,"DATA ENTRY NOTE: CAPT REPTD DMG, DISPATCH REPTD NO DMG FOUND.",Small,Overcast,Unknown bird - small,Y,0,0,0,Yes
202199,Airplane,PANAMA CITY - BAY COUNTY INTL,"(-1, 0]",SAAB-340,2 to 10,10,Aborted Take-off,8/8/00 0:00,Caused damage,2,PINNACLE,Florida,Take-off run,None,False,False,BIRD FOUND IN COMPRESSOR. INGESTION. ENG DAMAGED,Small,No Cloud,Mourning dove,N,0,0,0,No
201407,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(-1, 0]",FOKKER F100,2 to 10,7,None,8/8/00 0:00,No damage,2,US AIRWAYS*,Alabama,Landing Roll,None,False,False,"HIT 2.  BIRDS REPTD AS CROWS, ASSUME AMERICAN CROWS.",Medium,No Cloud,American crow,Y,0,0,0,No
200672,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(50, 100]",B-737-300,2 to 10,4,None,8/9/00 0:00,No damage,2,SOUTHWEST AIRLINES,Alabama,Approach,Rain,False,False,,Medium,Some Cloud,Unknown bird - medium,N,0,100,0,Yes
208831,Airplane,SAINT HUBERT,"(-1, 0]",HAWKER 1000,2 to 10,7,None,8/10/00 0:00,No damage,2,EXECUTIVE JET AVIATION,Quebec,Landing Roll,None,False,False,GULLS SIZED BIRDS SCATTERED ABOVE AND BELOW WINDSHLD. NO IMPACTS HEARD. TWR REPTD 2 DEAD BIRDS FOUND ON RWY.,Medium,No Cloud,Unknown bird - medium,N,0,0,0,No
201896,Airplane,RALEIGH-DURHAM INTL,"(-1, 0]",B-727-200,2 to 10,10,Aborted Take-off,8/10/00 0:00,No damage,3,AMERICAN AIRLINES,North Carolina,Take-off run,None,False,False,INITIAL VISUAL INSPN SHOWS NO DMG,Large,Some Cloud,Canada goose,N,0,0,0,No
204264,Airplane,DUPAGE AIRPORT,"(100, 200]",C-172,2 to 10,5,None,8/12/00 0:00,No damage,1,BUSINESS,Illinois,Climb,None,False,False,HIT WING STRUT,Small,No Cloud,Unknown bird - small,N,0,150,0,No
204225,Airplane,DUPAGE AIRPORT,"(50, 100]",PA-28,2 to 10,6,None,8/12/00 0:00,No damage,1,PRIVATELY OWNED,Illinois,Approach,None,False,False,"NO VIZ DMG, UNKNOWN WHAT PARTS WERE STRUCK",Small,Some Cloud,Unknown bird - small,N,0,100,0,No
202482,Airplane,DALLAS LOVE FIELD ARPT,"(2000, 3000]",CL-RJ100/200,2 to 10,5,None,8/13/00 0:00,No damage,2,ATLANTIC SOUTHEAST,Texas,Approach,None,False,False,BIRDS WERE WHITE/GRAY. SAW ABOUT 20 HIT 2-3.,Small,No Cloud,Unknown bird - small,N,0,2500,0,No
202464,Airplane,ROANOKE REGIONAL,"(-1, 0]",BE-23 SUNDOWNER,2 to 10,10,None,8/14/00 0:00,No damage,1,BUSINESS,Virginia,Landing Roll,None,False,False,,Small,No Cloud,Mourning dove,N,0,0,0,No
200732,Airplane,LOUISVILLE INTL ARPT,"(-1, 0]",B-737-300,2 to 10,10,None,8/16/00 0:00,No damage,2,US AIRWAYS*,Kentucky,Landing Roll,None,False,False,,Small,No Cloud,Mourning dove,N,0,0,0,Yes
203380,Airplane,EL PASO INTL ARPT,"(50, 100]",B-737-300,2 to 10,5,None,8/18/00 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,None,False,False,HIT CAPT'S WINDSCREEN AND RT WING,Small,Some Cloud,Unknown bird - small,N,0,100,0,Yes
200698,Airplane,NEWARK LIBERTY INTL ARPT,"(10, 30]",B-737-500,2 to 10,7,None,8/19/00 0:00,No damage,2,CONTINENTAL AIRLINES,New Jersey,Approach,None,False,False,DMG UNKN TO MINIMAL FLT 674. NO CARCASSES FOUND. NO DMG,Small,Some Cloud,Unknown bird - small,N,0,30,0,Yes
200664,Airplane,NEWARK LIBERTY INTL ARPT,"(-1, 0]",B-727-200,2 to 10,6,None,8/20/00 0:00,No damage,3,AMERICAN AIRLINES,New Jersey,Landing Roll,None,False,False,3-4 BIRDS STRUCK. SML AMT OF BLOOD ON LE RT WING. CLEANED.,Small,Some Cloud,Rock pigeon,Y,0,0,0,No
200794,Airplane,PANAMA CITY - BAY COUNTY INTL,"(30, 50]",BE-400 BJET,2 to 10,8,None,8/21/00 0:00,No damage,2,BUSINESS,Florida,Climb,None,False,False,,Small,Some Cloud,Mourning dove,Y,0,40,0,No
204415,Airplane,PALM BEACH INTL,"(-1, 0]",BE-1900,2 to 10,6,Precautionary Landing,8/21/00 0:00,No damage,2,BUSINESS,Florida,Take-off run,None,False,False,SML BLACK BIRD. NO DMG.,Small,Some Cloud,Unknown bird - small,Y,0,0,0,No
207534,Airplane,LEWISTON-NEZ PERCE CO ARPT,"(0, 10]",DHC8 DASH 8,2 to 10,7,None,8/22/00 0:00,No damage,2,HORIZON AIR,Idaho,Approach,None,False,False,"SML WHITE BIRDS LESS THAN 7"".MESS ON WINDSHLD.",Small,No Cloud,Unknown bird - small,N,0,5,0,No
201872,Airplane,GERALD R FORD INTL,"(10, 30]",A-319,2 to 10,7,None,8/23/00 0:00,No damage,2,NORTHWEST AIRLINES,Michigan,Approach,None,False,False,PILOT REPTD STRIKING BIRD AT THRESHOLD OF RWY. NO REMAINS FOUND.,Small,Some Cloud,Unknown bird - small,Y,0,25,0,No
204521,Airplane,PHILADELPHIA INTL,"(-1, 0]",B-747-1/200,2 to 10,2,Aborted Take-off,8/23/00 0:00,Caused damage,4,EVERGREEN INTL AIRLINES,Pennsylvania,Take-off run,None,False,False,HIGH ENERGY REJECTED T/O FROM INGESTION RESULTED IN 9 FLAT TIRES AFTER FUSE PLUGS FLEW FROM OVERHEATING. NUMEROUS SIGHTINGS BY CREWS OF FLOCK OF GEESE FEEDING IN MEDIANS BTWN TWY AND RWYS. ARFF RESPONDED. A/C WAS TOWED TO RAMP. THE ENG WAS PRETTY MUCH A L,Large,Overcast,Canada goose,Y,0,0,0,No
201139,Airplane,BLOOMINGTON/NORMAL,"(-1, 0]",BE-90  KING,2 to 10,2,Aborted Take-off,8/23/00 0:00,No damage,2,BUSINESS,Illinois,Take-off run,None,False,False,,Small,Some Cloud,Mourning dove,N,0,0,0,No
200375,Airplane,BLOOMINGTON/NORMAL,"(-1, 0]",SAAB-340,2 to 10,8,Aborted Take-off,8/23/00 0:00,No damage,2,MESABA AIRLINES,Illinois,Take-off run,None,False,False,"DMG UNKN, NEED TO INSPCT. BORESCOPED. POWER INTERRUPTION JUST AFTER INGESTION. CLEANED DEBRIS.",Small,Some Cloud,Mourning dove,Y,0,0,0,No
205933,Airplane,INDIANAPOLIS REGIONAL ARPT,"(0, 10]",HAWKER 1000,2 to 10,9,None,8/24/00 0:00,No damage,2,BUSINESS,Indiana,Approach,None,False,False,MANY SML BIRD OVER LENGTH OF RWY AND ADJACENT TO RWY ON GRASS. THEY APPEARED EVERYWHERE AROUND THE ARPT. FOUND FEATHERS STUCK ON UNDERSIDE OF A FLAP.,Small,No Cloud,Unknown bird - small,N,0,10,0,No
202578,Airplane,JACKSON EVERS INTL,"(200, 400]",B-737-300,2 to 10,8,None,8/25/00 0:00,No damage,2,SOUTHWEST AIRLINES,Mississippi,Climb,None,False,False,FLT 1776,Small,No Cloud,Unknown bird - small,Y,0,300,0,Yes
203634,Airplane,NEWARK LIBERTY INTL ARPT,"(10, 30]",MD-80,2 to 10,10,None,8/25/00 0:00,No damage,2,CONTINENTAL AIRLINES,New Jersey,Approach,None,False,False,"FLT 1797. (DATA ENTRY NOTE: LANDING GEAR ALSO MARKED, BUT LOOKS LIKE IT WAS CROSSED OFF)",Small,Some Cloud,Rock pigeon,Y,0,15,0,No
201828,Airplane,DALLAS LOVE FIELD ARPT,"(-1, 0]",DC-9-30,2 to 10,5,None,8/27/00 0:00,No damage,2,LEGEND AIRLINES,Texas,Take-off run,None,False,False,HIT ABOUT 3 BIRDS. ATIS WARNING.,Medium,No Cloud,Unknown bird - medium,Y,0,0,0,No
200783,Airplane,SAVANNAH INTL,"(-1, 0]",CL-RJ100/200,2 to 10,4,None,8/28/00 0:00,No damage,2,COMAIR AIRLINES,Georgia,Landing Roll,None,False,False,FLT6053,Small,Some Cloud,Purple martin,Y,0,0,0,No
202035,Airplane,VANCOUVER INTL,"(30, 50]",DHC8 DASH 8,2 to 10,8,None,8/30/00 0:00,No damage,2,HORIZON AIR,British Columbia,Approach,None,False,False,,Small,Some Cloud,European starling,N,0,50,0,No
200560,Airplane,LEHIGH VALLEY INTL,"(-1, 0]",DC-9,2 to 10,3,None,8/30/00 0:00,No damage,2,US AIRWAYS*,Pennsylvania,Landing Roll,None,False,False,FLT 264 REPTD HITTING 2 BIRDS 1500' DOWN RWY ON LDG. NO BIRDS FOUND BY ARPT PERSONNEL,Medium,Overcast,Unknown bird - medium,N,0,0,0,No
204413,Airplane,SALT LAKE CITY INTL,"(600, 1000]",B-727,2 to 10,6,None,9/3/00 0:00,No damage,3,DELTA AIR LINES,Utah,Approach,None,False,False,HIT A FEW BIRDS ON 3 MI FINAL.  NO DMG REPTD.,Small,No Cloud,Unknown bird - small,N,0,1000,0,No
202289,Airplane,LOGAN INTL,"(10, 30]",B-767-200,2 to 10,7,None,9/4/00 0:00,No damage,2,DELTA AIR LINES,Massachusetts,Approach,Fog,False,False,HIT MAYBE 3 STARLINGS. UNKN IF DMG,Small,No Cloud,European starling,Y,0,20,0,Yes
202074,Airplane,GREATER ROCHESTER INTL,"(-1, 0]",B-727,2 to 10,10,None,9/4/00 0:00,No damage,3,DELTA AIR LINES,New York,Landing Roll,Fog,False,False,FLT780. 1540Z. RAIN,Small,Overcast,European starling,N,0,0,0,No
202788,Airplane,QUAD CITY ARPT,"(-1, 0]",BA-146,2 to 10,4,None,9/4/00 0:00,No damage,4,AIR WISCONSIN AIRLINES,Illinois,Take-off run,Rain,False,False,,Small,Overcast,Unknown bird - small,N,0,0,0,No
206920,Airplane,PORT COLUMBUS INTL,"(-1, 0]",DC-9,2 to 10,5,None,9/4/00 0:00,No damage,2,NORTHWEST AIRLINES,Ohio,Take-off run,None,False,False,HIT A SML FLOCK ON DEPRT ROLL.  FLT 1701,Small,Some Cloud,Brown-headed cowbird,N,0,0,0,No
202461,Airplane,TETERBORO AIRPORT,"(-1, 0]",GULFAERO III,2 to 10,2,None,9/5/00 0:00,No damage,2,BUSINESS,New Jersey,Take-off run,None,False,False,PILOT REPTD THAT SEVERAL SML BIRDS HIT NOSE OF A/C. STARLINGS?,Small,Some Cloud,European starling,N,0,0,0,No
205207,Airplane,BALTIMORE WASH INTL,"(400, 600]",A-320,2 to 10,9,None,9/5/00 0:00,No damage,2,UNITED AIRLINES,Maryland,Approach,None,False,False,FLT 308. BIRD STRIKE ON FINAL.,Medium,No Cloud,Unknown bird - medium,Y,0,500,0,No
201570,Airplane,NASHVILLE INTL,"(-1, 0]",BA-31 JETSTR,2 to 10,7,Aborted Take-off,9/7/00 0:00,No damage,2,CCAIR,Tennessee,Take-off run,None,False,False,ON & BESIDE RWY. WENT BACK TO GATE FOR INSPN OF A/C.,Small,Overcast,American robin,N,0,0,0,No
204351,Airplane,KANSAS CITY INTL,"(10, 30]",B-737-300,2 to 10,9,None,9/8/00 0:00,No damage,2,CONTINENTAL AIRLINES,Missouri,Approach,None,False,False,REMOVED 5 MOURNING DOVES FROM RWY. RWY WAS CLOSED FOR REMOVAL. AIRLINE REPTD NO DMG.,Small,Some Cloud,Mourning dove,Y,0,30,0,Yes
202351,Airplane,EPPLEY AIRFIELD,"(100, 200]",B-737-200,2 to 10,2,None,9/8/00 0:00,No damage,2,FRONTIER AIRLINES,Nebraska,Approach,None,False,False,ATIS WARNING. TIME OUT OF SVC 1.5 HRS.,Small,No Cloud,European starling,Y,0,200,0,Yes
204272,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(-1, 0]",BE-300 KING,2 to 10,5,None,9/9/00 0:00,No damage,2,BUSINESS,Alabama,Landing Roll,None,False,False,"#2 ENG WILL HAVE TO BE CLEANED. BIRD REPTD AS DOVE, ASSUME MOURNING DOVE FROM LOCATION.",Small,Some Cloud,Mourning dove,Y,0,0,0,No
201340,Airplane,QUAD CITY ARPT,"(-1, 0]",MU2,2 to 10,3,None,9/10/00 0:00,No damage,2,UNKNOWN,Illinois,Landing Roll,None,False,False,2 BIRDS HIT. ATIS WARNING.,Medium,Some Cloud,Unknown bird - medium,Y,0,0,0,No
